0,81.249
1,81.124
2,81.293
3,83.986
4,82.853
5,80.905
6,82.685
7,80.923
8,80.726
9,82.297
10,81.744
11,81.779
12,81.691
13,80.601
14,81.685
15,80.69
16,78.395
17,79.998
18,80.771
19,77.445
20,79.657
21,78.882
22,80.311
23,78.36
24,79.885
25,81.737
26,79.522
27,79.374
28,80.276
29,81.755
30,78.478
31,79.622
32,81.384
33,79.585
34,78.771
35,81.121
36,82.961
37,75.004
38,85.308
39,83.973
40,80.465
41,77.57
42,77.659
43,79.511
44,77.371
45,81.559
46,78.356
47,81.251
48,82.916
49,80.569
50,82.04
51,81.963
52,77.253
53,79.906
54,79.535
55,79.808
56,80.018
57,81.332
58,79.168
59,78.881
60,78.763
61,83.653
62,81.958
63,80.164
64,81.401
65,75.365
66,79.392
67,79.063
68,79.325
69,79.304
70,78.335
71,82.235
72,81.435
73,76.896
74,80.764
75,83.412
76,79.397
77,82.887
78,80.951
79,81.226
80,81.578
81,79.556
82,80.855
83,84.355
84,77.999
85,80.477
86,81.102
87,81.295
88,80.513
89,81.346
90,79.015
91,79.1
92,80.424
93,79.224
94,82.327
95,81.435
96,80.223
97,78.1
98,82.945
99,83.497
100,81.742
101,78.973
102,85.224
103,79.442
104,79.745
105,82.315
106,81.372
107,82.896
108,82.19
109,79.87
110,79.824
111,81.333
112,80.731
113,82.227
114,81.01
115,80.686
116,81.64
117,81.237
118,80.956
119,83.313
120,83.386
121,79.593
122,81.176
123,82.783
124,82.826
125,78.591
126,79.324
127,79.583
128,79.341
129,75.989
130,81.414
131,80.435
132,80.938
133,81.223
134,80.755
135,80.661
136,80.947
137,78.57
138,79.537
139,79.097
140,82.717
141,80.283
142,80.684
143,80.53
144,79.94
145,78.789
146,80.011
147,83.252
148,83.967
149,80.618
150,79.807
151,82.514
152,79.858
153,80.787
154,78.751
155,79.129
156,77.663
157,80.127
158,79.188
159,78.793
160,80.574
161,80.318
162,78.729
163,79.012
164,86.646
165,72.628
166,79.176
167,77.97
168,80.889
169,80.606
170,80.637
171,79.76
172,81.663
173,82.347
174,82.24
175,81.926
176,84.636
177,82.852
178,85.341
179,79.995
180,79.727
181,80.926
182,81.198
183,79.713
184,79.71
185,81.069
186,80.516
187,78.989
188,81.641
189,80.161
190,81.084
191,78.972
192,83.239
193,82.348
194,80.954
195,77.82
196,80.814
197,78.202
198,82.024
199,80.945
200,80.561
201,78.141
202,81.785
203,80.129
204,80.218
205,81.75
206,77.79
207,80.03
208,85.297
209,79.079
210,80.154
211,83.331
212,83.638
213,77.686
214,80.938
215,82.111
216,78.347
217,79.27
218,78.079
219,82.955
220,81.664
221,81.543
222,81.538
223,81.433
224,80.334
225,77.111
226,79.14
227,81.965
228,83.194
229,79.054
230,83.148
231,81.693
232,83.071
233,78.135
234,79.897
235,79.069
236,80.483
237,81.981
238,79.219
239,80.609
240,81.28
241,77.517
242,77.663
243,76.126
244,81.912
245,80.867
246,80.078
247,80.974
248,79.717
249,81.649
250,81.898
251,81.868
252,79.172
253,81.553
254,81.431
255,75.748
256,80.824
257,76.186
258,81.177
259,78.09
