0,81.658
1,81.855
2,79.367
3,82.864
4,82.592
5,80.76
6,82.364
7,81.691
8,80.375
9,83.107
10,81.332
11,82.727
12,81.708
13,79.373
14,80.706
15,80.028
16,78.71
17,80.926
18,81.001
19,77.687
20,81.005
21,80.096
22,81.157
23,77.513
24,79.824
25,81.878
26,80.308
27,79.92
28,79.404
29,81.685
30,78.055
31,80.501
32,80.741
33,80.668
34,78.548
35,81.021
36,78.849
37,76.979
38,86.686
39,84.009
40,80.426
41,77.52
42,77.8
43,77.564
44,78.412
45,80.965
46,78.453
47,81.261
48,82.998
49,83.274
50,84.065
51,82.27
52,76.746
53,81.134
54,80.092
55,80.169
56,78.396
57,81.036
58,78.758
59,79.9
60,79.862
61,81.235
62,81.892
63,80.209
64,79.347
65,75.718
66,79.29
67,79.631
68,80.893
69,80.777
70,79.585
71,82.596
72,81.17
73,76.836
74,80.838
75,83.368
76,80.351
77,81.69
78,80.813
79,82.322
80,81.794
81,81.162
82,79.993
83,84.256
84,79.589
85,81.626
86,82.032
87,82.99
88,79.746
89,80.039
90,79.88
91,80.311
92,79.699
93,81.365
94,82.078
95,80.941
96,80.35
97,77.435
98,82.46
99,84.349
100,82.538
101,81.206
102,86.613
103,81.613
104,82.009
105,82.689
106,81.601
107,82.052
108,82.168
109,80.021
110,80.055
111,80.336
112,81.203
113,80.035
114,80.373
115,81.386
116,79.463
117,83.282
118,82.488
119,83.635
120,82.078
121,80.182
122,82.661
123,81.989
124,81.789
125,79.59
126,79.359
127,80.468
128,79.968
129,78.36
130,81.426
131,80.555
132,81.007
133,81.694
134,80.731
135,79.282
136,81.071
137,78.02
138,79.534
139,79.55
140,80.45
141,79.799
142,79.5
143,81.244
144,80.929
145,75.535
146,80.053
147,82.745
148,83.849
149,80.482
150,80.054
151,82.656
152,80.064
153,80.82
154,79.345
155,77.62
156,78.117
157,82.296
158,79.462
159,81.515
160,79.325
161,81.482
162,78.745
163,74.921
164,87.054
165,75.841
166,75.077
167,80.832
168,81.337
169,81.089
170,82.409
171,81.085
172,82.641
173,80.722
174,81.33
175,82.987
176,82.044
177,80.922
178,84.433
179,78.815
180,79.92
181,82.246
182,80.302
183,80.771
184,80.658
185,79.301
186,80.954
187,79.914
188,81.197
189,80.874
190,80.563
191,79.164
192,83.702
193,85.187
194,80.737
195,77.316
196,81.432
197,79.259
198,84.386
199,81.416
200,80.346
201,79.5
202,80.199
203,81.666
204,78.943
205,81.043
206,77.738
207,79.935
208,83.599
209,78.63
210,81.412
211,82.891
212,82.332
213,76.826
214,79.919
215,84.16
216,77.186
217,79.256
218,79.578
219,83.243
220,83.625
221,80.965
222,81.599
223,81.77
224,80.468
225,79.933
226,78.936
227,83.016
228,82.799
229,81.623
230,82.529
231,79.957
232,82.621
233,81.023
234,82.494
235,79.136
236,77.282
237,82.701
238,79.578
239,78.745
240,81.958
241,78.951
242,76.684
243,76.534
244,80.68
245,80.355
246,80.897
247,80.594
248,79.848
249,79.871
250,82.434
251,80.967
252,77.628
253,80.76
254,81.076
255,76.71
256,80.256
257,75.894
258,78.629
259,79.3
